age,height,haircolor,hair,eyecolor,gender,boobs,figure,worth
42,220,blonde,long,brown,female,d,fat,42
15,211,red,middle,blue,female,a,normal,44
17,144,brown,short,brown,female,c,thin,44
70,219,black,long,grey,female,c,normal,28
32,187,black,middle,blue,female,b,chubby,42
26,173,grey,middle,brown,female,c,normal,60
50,177,blonde,short,blue,female,a,sporty,32
42,175,brown,middle,brown,female,d,normal,58
25,149,black,long,green,female,b,thin,49
51,149,black,middle,brown,female,d,fat,17
66,212,black,short,green,female,a,sporty,19
22,171,grey,middle,green,female,d,thin,58
35,195,blonde,middle,green,female,c,normal,56
45,219,grey,short,brown,female,c,chubby,30
38,141,brown,short,blue,female,c,thin,45
58,177,brown,long,green,female,a,fat,26
39,180,brown,middle,brown,female,a,fat,39
61,176,grey,short,grey,female,c,sporty,29
50,158,blonde,middle,blue,female,b,normal,33
28,184,blonde,middle,blue,female,d,chubby,58
31,196,black,long,green,female,b,chubby,41
45,143,grey,short,brown,female,b,chubby,26
48,179,black,middle,green,female,a,fat,35
23,168,black,short,green,female,b,normal,57
53,206,red,short,brown,female,c,thin,19
23,184,red,short,grey,female,d,sporty,55
15,146,black,long,brown,female,b,sporty,49
49,162,brown,short,blue,female,b,chubby,46
39,170,blonde,long,blue,female,d,thin,75
47,141,blonde,short,blue,female,a,thin,35
18,170,red,long,blue,female,a,normal,66
51,163,blonde,middle,brown,female,b,chubby,27
21,214,grey,middle,green,female,c,chubby,48
67,199,grey,short,grey,female,d,normal,20
48,214,red,long,grey,female,a,sporty,41
25,153,brown,short,blue,female,c,chubby,56
41,159,blonde,short,green,female,d,chubby,46
17,153,blonde,long,blue,female,b,thin,70
70,196,grey,middle,blue,female,b,sporty,25
14,211,blonde,middle,green,female,d,normal,54
19,166,brown,short,grey,female,c,fat,57
29,203,brown,short,brown,female,b,sporty,47
30,206,grey,middle,blue,female,a,sporty,43
20,206,red,middle,grey,female,d,normal,54
37,194,grey,middle,blue,female,c,chubby,42
29,164,blonde,short,green,female,a,thin,46
19,193,black,short,grey,female,d,fat,39
31,176,blonde,middle,green,female,c,sporty,67
22,205,grey,long,green,female,a,normal,48
35,201,red,short,green,female,a,sporty,37
32,145,blonde,middle,brown,female,c,chubby,46
43,154,black,long,blue,female,d,normal,54
57,148,red,long,brown,female,c,thin,25
70,186,black,short,green,female,a,sporty,21
60,141,red,short,grey,female,a,normal,18
54,172,blonde,long,blue,female,d,sporty,48
68,199,red,short,blue,female,a,fat,14
68,161,black,long,grey,female,d,sporty,32
14,144,brown,middle,green,female,a,thin,38
32,167,red,middle,brown,female,d,thin,48
14,140,grey,middle,blue,female,b,chubby,38
46,217,black,middle,green,female,c,sporty,47
57,152,brown,long,grey,female,b,sporty,32
17,152,blonde,middle,green,female,c,fat,54
55,154,brown,short,grey,female,c,sporty,30
58,168,grey,long,grey,female,c,fat,27
55,204,brown,short,brown,female,c,sporty,26
33,212,blonde,long,blue,female,d,fat,59
44,213,blonde,middle,green,female,d,normal,52
38,195,black,long,brown,female,d,sporty,48
35,193,blonde,middle,blue,female,a,normal,48
57,201,black,short,green,female,d,thin,19
49,185,grey,middle,blue,female,d,sporty,50
32,204,grey,short,blue,female,b,normal,39
27,190,red,middle,green,female,b,sporty,57
54,155,blonde,long,green,female,d,chubby,31
23,220,black,middle,grey,female,b,chubby,42
48,188,blonde,short,grey,female,d,normal,48
58,179,red,short,green,female,d,fat,24
61,208,black,short,blue,female,a,sporty,20
38,200,red,middle,green,female,b,fat,35
44,169,black,short,blue,female,a,sporty,47
51,195,black,middle,green,female,a,thin,17
51,180,red,short,green,female,d,normal,30
32,167,brown,short,brown,female,b,sporty,54
47,176,red,long,blue,female,c,chubby,57
49,174,grey,short,grey,female,d,sporty,49
35,144,brown,long,blue,female,a,chubby,43
69,167,black,long,brown,female,c,sporty,34
53,142,blonde,long,grey,female,d,normal,31
20,192,blonde,long,green,female,d,normal,67
54,161,blonde,short,brown,female,c,sporty,32
50,149,blonde,long,green,female,a,chubby,25
36,209,red,short,blue,female,d,normal,45
43,185,blonde,long,brown,female,a,chubby,43
16,169,blonde,middle,brown,female,d,normal,65
66,197,grey,middle,brown,female,a,thin,13
61,152,black,middle,brown,female,c,sporty,28
26,201,blonde,short,green,female,a,sporty,50
21,220,blonde,long,green,female,c,thin,62
52,185,grey,long,blue,female,a,chubby,22
60,188,black,long,brown,female,d,normal,27
58,192,black,long,green,female,b,fat,21
34,208,red,middle,green,female,d,fat,37
69,195,red,long,blue,female,a,fat,20
66,159,grey,long,blue,female,a,normal,25
27,145,black,short,grey,female,c,normal,49
24,161,red,short,grey,female,c,thin,51
56,175,black,short,brown,female,c,thin,25
32,192,brown,long,grey,female,b,fat,42
61,214,brown,middle,grey,female,a,fat,17
59,142,blonde,short,brown,female,b,fat,18
26,207,brown,long,green,female,b,fat,50
52,212,black,long,blue,female,d,fat,23
67,191,black,long,blue,female,b,sporty,31
35,207,grey,long,green,female,a,thin,33
53,186,brown,middle,brown,female,d,sporty,29
19,179,grey,long,green,female,d,thin,60
27,142,red,middle,brown,female,b,sporty,50
49,217,brown,long,blue,female,a,fat,37
61,219,blonde,middle,brown,female,c,thin,25
16,212,blonde,middle,green,female,d,fat,48
36,164,red,long,green,female,c,normal,60
68,214,brown,short,green,female,d,normal,26
32,198,black,short,blue,female,d,thin,37
22,162,blonde,short,brown,female,b,chubby,53
52,157,grey,long,grey,female,a,normal,23
38,143,blonde,middle,green,female,c,sporty,57
29,206,black,middle,green,female,d,sporty,51
40,186,brown,short,brown,female,d,chubby,40
15,179,brown,middle,green,female,a,chubby,50
15,158,red,middle,grey,female,c,fat,44
36,160,brown,middle,blue,female,a,chubby,46
56,210,brown,middle,grey,female,c,thin,25
54,180,red,short,brown,female,c,thin,25
70,206,grey,short,green,female,c,thin,19
49,182,blonde,short,green,female,d,thin,46
62,182,blonde,long,blue,female,d,chubby,39
38,152,red,middle,green,female,b,normal,49
39,204,red,middle,green,female,b,fat,35
66,220,red,short,brown,female,b,thin,17
32,207,grey,middle,green,female,d,chubby,37
63,160,blonde,middle,blue,female,b,chubby,31
65,191,grey,short,blue,female,a,chubby,16
33,169,brown,middle,blue,female,b,chubby,56
40,200,black,long,brown,female,b,fat,33
20,199,grey,long,blue,female,d,thin,52
36,217,grey,short,grey,female,b,normal,35
38,210,blonde,middle,blue,female,d,chubby,49
33,188,black,short,blue,female,d,fat,36
41,185,grey,middle,blue,female,b,chubby,41
40,215,grey,middle,grey,female,c,sporty,45
26,184,black,middle,blue,female,c,sporty,63
41,182,black,short,grey,female,b,sporty,43
63,193,blonde,short,blue,female,b,thin,25
31,171,brown,short,brown,female,c,chubby,51
43,200,grey,short,grey,female,c,normal,38
50,195,black,middle,grey,female,a,chubby,17
42,161,red,middle,blue,female,d,thin,49
23,184,blonde,middle,grey,female,a,thin,49
70,206,black,short,green,female,b,normal,22
18,165,red,middle,brown,female,b,thin,55
53,175,grey,short,grey,female,c,chubby,25
28,211,red,middle,green,female,c,thin,47
19,167,brown,short,brown,female,c,thin,59
55,216,blonde,long,blue,female,a,thin,31
66,189,red,long,brown,female,c,normal,29
66,207,grey,long,blue,female,d,sporty,29
24,149,black,middle,green,female,a,chubby,39
63,151,red,short,grey,female,d,normal,25
31,164,brown,long,green,female,c,thin,58
33,174,blonde,middle,brown,female,c,normal,63
20,196,black,short,green,female,d,thin,44
70,192,brown,short,brown,female,a,sporty,21
20,218,brown,short,brown,female,d,sporty,54
48,207,red,long,grey,female,c,thin,43
39,214,grey,middle,blue,female,b,normal,43
68,151,red,short,grey,female,c,fat,20
47,161,brown,long,brown,female,a,thin,42
14,174,grey,middle,grey,female,a,thin,40
59,164,grey,middle,grey,female,d,fat,21
35,181,blonde,long,brown,female,d,fat,48
70,183,black,short,green,female,a,fat,15
42,172,blonde,long,brown,female,d,thin,58
65,195,grey,long,green,female,c,sporty,29
49,181,black,middle,brown,female,a,fat,26
48,167,grey,short,brown,female,a,thin,30
50,150,grey,middle,grey,female,a,sporty,22
59,190,black,middle,grey,female,d,sporty,27
23,198,black,middle,blue,female,c,fat,46
38,202,red,short,green,female,d,chubby,37
68,217,blonde,long,grey,female,c,chubby,29
53,167,grey,long,brown,female,b,sporty,31
37,156,brown,middle,grey,female,c,sporty,57
69,163,brown,long,brown,female,c,chubby,31
22,141,black,long,brown,female,a,fat,36
52,166,black,long,blue,female,c,thin,33
42,160,blonde,middle,grey,female,c,fat,49
63,191,blonde,long,green,female,d,thin,31
64,217,grey,long,blue,female,d,normal,28
48,170,black,short,green,female,b,chubby,43
44,204,brown,short,grey,female,b,fat,32
53,210,grey,middle,green,female,d,chubby,20
21,163,black,long,grey,female,d,fat,53
55,166,blonde,long,green,female,c,thin,37
32,171,grey,middle,green,female,a,fat,37
65,198,grey,short,green,female,d,thin,18
42,155,blonde,long,brown,female,a,normal,48
23,178,black,short,blue,female,b,chubby,52
46,203,brown,middle,grey,female,c,thin,43
60,210,grey,short,grey,female,a,chubby,12
53,178,red,middle,green,female,b,fat,25
17,161,grey,long,grey,female,c,sporty,61
24,188,blonde,long,green,female,d,fat,57
22,171,grey,short,brown,female,b,sporty,56
17,172,brown,long,grey,female,a,chubby,56
52,142,blonde,long,green,female,b,thin,28
51,147,red,long,grey,female,a,thin,20
38,184,black,middle,blue,female,a,fat,34
16,215,brown,long,green,female,a,thin,46
35,201,red,short,green,female,d,sporty,45
27,204,brown,long,blue,female,a,thin,50
36,156,red,middle,blue,female,c,normal,55
16,158,red,middle,green,female,c,thin,52
56,194,brown,short,green,female,b,chubby,22
29,210,grey,long,green,female,d,normal,51
62,204,brown,short,brown,female,b,normal,23
16,184,brown,short,brown,female,c,normal,55
30,207,red,short,green,female,b,sporty,47
34,203,grey,middle,green,female,c,fat,35
22,184,blonde,long,blue,female,d,thin,77
69,187,grey,middle,grey,female,b,thin,20
20,205,grey,short,blue,female,c,sporty,54
37,172,red,short,grey,female,a,sporty,47
55,210,red,short,brown,female,a,normal,17
24,199,grey,short,grey,female,d,sporty,46
50,185,blonde,long,green,female,a,fat,25
63,173,red,short,grey,female,b,fat,23
35,180,black,middle,green,female,a,thin,41
41,212,brown,short,grey,female,d,chubby,38
25,172,blonde,long,green,female,a,chubby,62
60,177,black,long,brown,female,a,fat,20
52,159,black,middle,green,female,b,chubby,23
28,210,red,middle,grey,female,c,thin,45
59,201,grey,short,green,female,a,normal,17
58,184,grey,middle,brown,female,a,sporty,21
57,143,grey,long,blue,female,a,chubby,19
27,218,black,short,green,female,c,normal,50
57,178,black,middle,green,female,a,normal,26
19,161,grey,long,grey,female,c,normal,63
54,201,red,middle,grey,female,d,fat,19
37,220,grey,long,brown,female,c,chubby,39
67,210,grey,short,grey,female,a,fat,10
49,167,brown,short,blue,female,d,chubby,52
66,168,blonde,middle,grey,female,a,fat,25
66,176,blonde,long,green,female,b,fat,31
69,167,blonde,short,blue,female,d,fat,29
34,173,blonde,short,green,female,a,thin,47
66,194,blonde,middle,grey,female,b,fat,22
43,152,brown,long,blue,female,c,normal,62
17,152,grey,middle,grey,female,d,fat,40
14,189,grey,middle,brown,female,b,sporty,43
18,168,black,middle,blue,female,b,normal,65
24,191,red,short,brown,female,b,thin,41
47,198,red,long,blue,female,a,chubby,37
17,150,grey,long,blue,female,a,fat,40
40,168,grey,long,brown,female,b,fat,42
31,179,red,short,blue,female,d,thin,49
65,145,red,middle,blue,female,d,thin,25
42,154,brown,short,grey,female,a,chubby,34
36,219,black,long,brown,female,c,chubby,41
61,186,brown,long,brown,female,d,chubby,27
43,160,red,middle,blue,female,d,normal,55
68,167,grey,long,grey,female,d,chubby,28
18,197,blonde,short,grey,female,a,chubby,42
51,167,grey,middle,green,female,c,fat,26
62,142,brown,short,grey,female,a,fat,14
23,220,black,middle,blue,female,a,thin,40
23,209,grey,long,brown,female,a,thin,36
51,179,grey,short,blue,female,d,chubby,25
58,195,red,middle,brown,female,c,thin,22
18,166,red,middle,green,female,c,fat,59
15,142,black,short,grey,female,b,normal,40
26,199,black,long,blue,female,b,sporty,58
22,155,blonde,short,blue,female,a,normal,56
18,143,grey,long,grey,female,c,fat,46
24,160,grey,middle,green,female,a,thin,43
63,196,blonde,long,grey,female,d,normal,31
69,210,blonde,long,grey,female,a,fat,20
17,192,black,short,green,female,b,thin,39
27,160,brown,long,blue,female,a,normal,63
15,200,black,short,grey,female,b,thin,34
44,219,red,short,grey,female,a,normal,32
33,168,blonde,short,grey,female,d,normal,58
32,217,red,short,brown,female,d,sporty,41
49,177,brown,short,grey,female,c,thin,49
43,168,black,middle,blue,female,d,thin,51
49,213,brown,long,grey,female,d,thin,45
17,147,red,middle,grey,female,a,chubby,37
69,212,grey,short,blue,female,a,sporty,19
16,189,black,long,grey,female,c,thin,51
47,152,red,middle,grey,female,d,normal,47
50,164,brown,long,green,female,b,fat,29
27,207,blonde,short,grey,female,b,normal,52
53,208,red,short,blue,female,c,normal,26
15,140,brown,middle,green,female,c,normal,56
45,189,black,short,grey,female,d,fat,31
19,179,blonde,middle,brown,female,c,sporty,72
40,203,black,short,brown,female,d,fat,27
27,205,red,short,green,female,b,sporty,50
24,215,grey,short,brown,female,c,normal,44
41,149,red,middle,brown,female,a,thin,29
54,205,grey,middle,blue,female,b,chubby,20
35,179,black,long,brown,female,c,sporty,59
27,218,blonde,long,grey,female,b,chubby,54
33,206,blonde,short,brown,female,a,normal,37
46,164,brown,long,grey,female,a,fat,40
58,153,black,long,blue,female,b,sporty,31
23,218,blonde,short,blue,female,b,chubby,50
17,195,brown,long,grey,female,c,sporty,63
33,153,red,middle,brown,female,d,chubby,41
53,200,brown,long,green,female,a,fat,20
51,146,blonde,long,brown,female,a,thin,22
30,168,blonde,short,brown,female,b,thin,52
15,170,red,short,brown,female,a,chubby,40
56,197,grey,middle,blue,female,b,fat,18
34,167,blonde,long,grey,female,d,thin,60
20,190,red,short,green,female,c,normal,57
57,152,black,middle,brown,female,d,normal,25
39,181,grey,short,green,female,c,sporty,48
66,183,brown,middle,green,female,c,thin,29
39,148,brown,short,grey,female,b,chubby,38
46,197,black,middle,grey,female,c,normal,43
28,163,blonde,long,grey,female,c,chubby,62
52,149,black,short,brown,female,a,chubby,13
17,170,grey,middle,green,female,c,fat,52
17,163,blonde,short,brown,female,c,sporty,61
60,147,brown,middle,brown,female,c,thin,25
66,143,red,short,grey,female,d,chubby,19
42,216,black,short,green,female,a,thin,26
45,184,black,long,green,female,b,thin,45
70,149,black,middle,green,female,c,thin,23
41,194,grey,middle,green,female,d,sporty,45
65,217,grey,long,grey,female,d,sporty,26
69,198,grey,long,brown,female,b,chubby,19
